area,aspect_ratio,label
134825.5,1.7777777777777777,1
135634.5,1.7777777777777777,1
136383.0,1.7777777777777777,1
102236.5,1.1305555555555555,1
104109.5,1.1555555555555554,1
89339.0,1.1972222222222222,1
81435.5,1.0194444444444444,1
30765.5,0.7575757575757576,0
37159.5,0.6722689075630253,0
54460.0,0.7619047619047619,0
25441.0,0.7728813559322034,0
41702.5,0.7073170731707317,0
27933.5,0.8489208633093526,0
